"CurrentClimYear","noflowdays_r","totaldays_r","annualfractionnoflow_r","zeroflowfirst_r","gauge_ID"
1976,278,365,0.761643835616438,1,"X915011A"
1977,353,365,0.967123287671233,1,"X915011A"
1978,255,365,0.698630136986301,1,"X915011A"
1979,330,366,0.901639344262295,1,"X915011A"
1980,217,365,0.594520547945205,1,"X915011A"
1981,252,365,0.69041095890411,1,"X915011A"
1982,291,365,0.797260273972603,1,"X915011A"
1983,258,366,0.704918032786885,9,"X915011A"
1984,358,365,0.980821917808219,1,"X915011A"
1985,315,365,0.863013698630137,1,"X915011A"
1986,330,365,0.904109589041096,1,"X915011A"
1987,359,366,0.980874316939891,1,"X915011A"
1988,311,365,0.852054794520548,1,"X915011A"
1989,283,365,0.775342465753425,1,"X915011A"
1990,266,365,0.728767123287671,5,"X915011A"
1991,339,366,0.926229508196721,1,"X915011A"
1992,349,365,0.956164383561644,1,"X915011A"
1993,331,365,0.906849315068493,1,"X915011A"
1994,292,365,0.8,1,"X915011A"
1995,318,366,0.868852459016393,1,"X915011A"
1996,288,365,0.789041095890411,1,"X915011A"
1997,282,365,0.772602739726027,1,"X915011A"
1998,291,365,0.797260273972603,1,"X915011A"
1999,201,366,0.549180327868853,1,"X915011A"
2000,223,365,0.610958904109589,1,"X915011A"
2001,285,365,0.780821917808219,1,"X915011A"
2002,336,365,0.920547945205479,1,"X915011A"
2003,328,366,0.896174863387978,1,"X915011A"
2004,324,365,0.887671232876712,1,"X915011A"
2005,298,365,0.816438356164384,1,"X915011A"
2006,304,365,0.832876712328767,1,"X915011A"
2007,270,366,0.737704918032787,15,"X915011A"
2008,225,365,0.616438356164384,1,"X915011A"
2009,261,365,0.715068493150685,1,"X915011A"
2010,122,365,0.334246575342466,1,"X915011A"
2011,141,366,0.385245901639344,14,"X915011A"
2012,293,365,0.802739726027397,59,"X915011A"
2013,341,365,0.934246575342466,1,"X915011A"
2014,184,184,1,1,"X915011A"
1968,204,342,0.596491228070175,64,"X917107A"
1969,319,365,0.873972602739726,1,"X917107A"
1970,192,365,0.526027397260274,1,"X917107A"
1971,172,366,0.469945355191257,26,"X917107A"
1972,0,365,0,Inf,"X917107A"
1973,0,365,0,Inf,"X917107A"
1974,0,365,0,Inf,"X917107A"
1975,0,366,0,Inf,"X917107A"
1976,0,365,0,Inf,"X917107A"
1977,0,365,0,Inf,"X917107A"
1978,0,365,0,Inf,"X917107A"
1979,0,366,0,Inf,"X917107A"
1980,0,365,0,Inf,"X917107A"
1981,0,365,0,Inf,"X917107A"
1982,0,365,0,Inf,"X917107A"
1983,0,366,0,Inf,"X917107A"
1984,0,365,0,Inf,"X917107A"
1985,26,365,0.0712328767123288,65,"X917107A"
1986,0,365,0,Inf,"X917107A"
1987,46,366,0.12568306010929,158,"X917107A"
1988,194,365,0.531506849315069,10,"X917107A"
1989,146,365,0.4,1,"X917107A"
1990,135,365,0.36986301369863,1,"X917107A"
1991,0,366,0,Inf,"X917107A"
1992,31,365,0.0849315068493151,28,"X917107A"
1993,261,365,0.715068493150685,1,"X917107A"
1994,328,365,0.898630136986301,1,"X917107A"
1995,333,366,0.909836065573771,1,"X917107A"
1996,243,365,0.665753424657534,1,"X917107A"
1997,173,365,0.473972602739726,1,"X917107A"
1998,3,365,0.00821917808219178,128,"X917107A"
1999,16,366,0.0437158469945355,159,"X917107A"
2000,0,365,0,Inf,"X917107A"
2001,0,365,0,Inf,"X917107A"
2002,0,365,0,Inf,"X917107A"
2003,217,366,0.592896174863388,51,"X917107A"
2004,238,365,0.652054794520548,1,"X917107A"
2005,258,365,0.706849315068493,1,"X917107A"
2006,201,365,0.550684931506849,1,"X917107A"
2007,116,366,0.316939890710383,74,"X917107A"
2008,0,365,0,Inf,"X917107A"
2009,0,365,0,Inf,"X917107A"
2010,0,365,0,Inf,"X917107A"
2011,0,366,0,Inf,"X917107A"
2012,0,365,0,Inf,"X917107A"
2013,0,365,0,Inf,"X917107A"
2014,0,184,0,Inf,"X917107A"
1967,39,273,0.142857142857143,115,"X919003A"
1968,36,365,0.0986301369863014,122,"X919003A"
1969,30,365,0.0821917808219178,135,"X919003A"
1970,21,365,0.0575342465753425,102,"X919003A"
1971,27,366,0.0737704918032787,117,"X919003A"
1972,52,365,0.142465753424658,138,"X919003A"
1973,0,365,0,Inf,"X919003A"
1974,3,365,0.00821917808219178,135,"X919003A"
1975,0,366,0,Inf,"X919003A"
1976,0,365,0,Inf,"X919003A"
1977,0,365,0,Inf,"X919003A"
1978,12,365,0.0328767123287671,107,"X919003A"
1979,0,366,0,Inf,"X919003A"
1980,0,365,0,Inf,"X919003A"
1981,0,365,0,Inf,"X919003A"
1982,0,365,0,Inf,"X919003A"
1983,0,366,0,Inf,"X919003A"
1984,3,365,0.00821917808219178,128,"X919003A"
1985,0,365,0,Inf,"X919003A"
1986,0,365,0,Inf,"X919003A"
1987,5,366,0.0136612021857923,147,"X919003A"
1988,0,365,0,Inf,"X919003A"
1989,0,365,0,Inf,"X919003A"
1990,3,365,0.00821917808219178,147,"X919003A"
1991,41,366,0.112021857923497,111,"X919003A"
1992,57,365,0.156164383561644,102,"X919003A"
1993,0,365,0,Inf,"X919003A"
1994,27,365,0.073972602739726,146,"X919003A"
1995,0,366,0,Inf,"X919003A"
1996,0,365,0,Inf,"X919003A"
1997,0,365,0,Inf,"X919003A"
1998,0,365,0,Inf,"X919003A"
1999,0,366,0,Inf,"X919003A"
2000,0,365,0,Inf,"X919003A"
2001,0,365,0,Inf,"X919003A"
2002,98,365,0.268493150684932,85,"X919003A"
2003,53,366,0.144808743169399,94,"X919003A"
2004,8,365,0.0219178082191781,156,"X919003A"
2005,34,365,0.0931506849315069,154,"X919003A"
2006,0,365,0,Inf,"X919003A"
2007,0,366,0,Inf,"X919003A"
2008,0,365,0,Inf,"X919003A"
2009,50,365,0.136986301369863,104,"X919003A"
2010,0,365,0,Inf,"X919003A"
2011,0,366,0,Inf,"X919003A"
2012,10,365,0.0273972602739726,177,"X919003A"
2013,0,365,0,Inf,"X919003A"
2014,0,184,0,Inf,"X919003A"
1967,13,201,0.0646766169154229,168,"X919201A"
1968,225,365,0.616438356164384,48,"X919201A"
1969,194,365,0.531506849315069,1,"X919201A"
1970,162,365,0.443835616438356,1,"X919201A"
1971,70,366,0.191256830601093,82,"X919201A"
1972,127,365,0.347945205479452,41,"X919201A"
1973,35,365,0.0958904109589041,99,"X919201A"
1974,75,365,0.205479452054795,95,"X919201A"
1975,23,366,0.0628415300546448,103,"X919201A"
1976,15,365,0.0410958904109589,138,"X919201A"
1977,76,365,0.208219178082192,103,"X919201A"
1978,156,365,0.427397260273973,1,"X919201A"
1979,78,366,0.213114754098361,100,"X919201A"
1980,96,365,0.263013698630137,71,"X919201A"
1981,34,365,0.0931506849315069,93,"X919201A"
1982,119,365,0.326027397260274,81,"X919201A"
1983,210,366,0.573770491803279,6,"X919201A"
1984,164,365,0.449315068493151,1,"X919201A"
1985,84,365,0.23013698630137,41,"X919201A"
1986,137,365,0.375342465753425,24,"X919201A"
1987,241,366,0.658469945355191,35,"X919201A"
1988,146,365,0.4,1,"X919201A"
1989,41,365,0.112328767123288,104,"X919201A"
1990,43,365,0.117808219178082,133,"X919201A"
1991,179,366,0.489071038251366,23,"X919201A"
1992,50,365,0.136986301369863,24,"X919201A"
1993,225,365,0.616438356164384,60,"X919201A"
1994,261,365,0.715068493150685,1,"X919201A"
1995,107,366,0.292349726775956,1,"X919201A"
1996,83,365,0.227397260273973,69,"X919201A"
1997,82,365,0.224657534246575,87,"X919201A"
1998,42,365,0.115068493150685,55,"X919201A"
1999,27,366,0.0737704918032787,107,"X919201A"
2000,33,365,0.0904109589041096,95,"X919201A"
2001,111,365,0.304109589041096,74,"X919201A"
2002,282,365,0.772602739726027,1,"X919201A"
2003,178,366,0.486338797814208,1,"X919201A"
2004,87,365,0.238356164383562,76,"X919201A"
2005,148,365,0.405479452054795,5,"X919201A"
2006,109,365,0.298630136986301,89,"X919201A"
2007,106,366,0.289617486338798,47,"X919201A"
2008,90,365,0.246575342465753,57,"X919201A"
2009,145,365,0.397260273972603,37,"X919201A"
2010,35,365,0.0958904109589041,75,"X919201A"
2011,72,366,0.19672131147541,89,"X919201A"
2012,134,365,0.367123287671233,64,"X919201A"
2013,51,365,0.13972602739726,87,"X919201A"
2014,78,184,0.423913043478261,105,"X919201A"
1967,58,294,0.197278911564626,94,"X919309A"
1968,170,365,0.465753424657534,50,"X919309A"
1969,196,365,0.536986301369863,1,"X919309A"
1970,130,365,0.356164383561644,1,"X919309A"
1971,68,366,0.185792349726776,81,"X919309A"
1972,76,365,0.208219178082192,107,"X919309A"
1973,63,365,0.172602739726027,63,"X919309A"
1974,12,365,0.0328767123287671,125,"X919309A"
1975,11,366,0.0300546448087432,108,"X919309A"
1976,0,365,0,Inf,"X919309A"
1977,23,365,0.063013698630137,130,"X919309A"
1978,158,365,0.432876712328767,6,"X919309A"
1979,79,366,0.215846994535519,104,"X919309A"
1980,119,365,0.326027397260274,53,"X919309A"
1981,42,365,0.115068493150685,106,"X919309A"
1982,129,365,0.353424657534247,42,"X919309A"
1983,130,366,0.355191256830601,33,"X919309A"
1984,167,365,0.457534246575342,1,"X919309A"
1985,114,365,0.312328767123288,12,"X919309A"
1986,167,365,0.457534246575342,15,"X919309A"
1987,197,366,0.538251366120219,1,"X919309A"
1988,111,365,0.304109589041096,1,"X919309A"
1989,78,365,0.213698630136986,64,"X919309A"
1990,15,365,0.0410958904109589,68,"X919309A"
1991,50,366,0.136612021857924,87,"X919309A"
1992,112,365,0.306849315068493,1,"X919309A"
1993,56,365,0.153424657534247,160,"X919309A"
1994,0,365,0,Inf,"X919309A"
1995,76,366,0.207650273224044,23,"X919309A"
1996,52,365,0.142465753424658,51,"X919309A"
1997,47,365,0.128767123287671,70,"X919309A"
1998,81,365,0.221917808219178,24,"X919309A"
1999,19,366,0.0519125683060109,106,"X919309A"
2000,2,365,0.00547945205479452,113,"X919309A"
2001,77,365,0.210958904109589,86,"X919309A"
2002,125,365,0.342465753424658,26,"X919309A"
2003,105,366,0.286885245901639,19,"X919309A"
2004,54,365,0.147945205479452,51,"X919309A"
2005,35,365,0.0958904109589041,4,"X919309A"
2006,33,365,0.0904109589041096,81,"X919309A"
2007,67,366,0.183060109289617,93,"X919309A"
2008,50,365,0.136986301369863,90,"X919309A"
2009,93,365,0.254794520547945,90,"X919309A"
2010,27,365,0.073972602739726,66,"X919309A"
2011,11,366,0.0300546448087432,154,"X919309A"
2012,44,365,0.120547945205479,89,"X919309A"
2013,52,365,0.142465753424658,64,"X919309A"
2014,82,184,0.445652173913043,74,"X919309A"
1967,80,273,0.293040293040293,94,"X922101B"
1968,69,365,0.189041095890411,104,"X922101B"
1969,118,365,0.323287671232877,56,"X922101B"
1970,95,365,0.26027397260274,58,"X922101B"
1971,101,366,0.275956284153005,73,"X922101B"
1972,146,365,0.4,63,"X922101B"
1973,12,365,0.0328767123287671,130,"X922101B"
1974,71,365,0.194520547945205,96,"X922101B"
1975,15,366,0.040983606557377,131,"X922101B"
1976,87,365,0.238356164383562,75,"X922101B"
1977,78,365,0.213698630136986,102,"X922101B"
1978,22,365,0.0602739726027397,94,"X922101B"
1979,88,366,0.240437158469945,97,"X922101B"
1980,91,365,0.249315068493151,82,"X922101B"
1981,34,365,0.0931506849315069,118,"X922101B"
1982,148,365,0.405479452054795,67,"X922101B"
1983,82,366,0.224043715846995,86,"X922101B"
1984,72,365,0.197260273972603,77,"X922101B"
1985,44,365,0.120547945205479,93,"X922101B"
1986,125,365,0.342465753424658,46,"X922101B"
1987,125,366,0.341530054644809,60,"X922101B"
1988,68,365,0.186301369863014,40,"X922101B"
1989,104,365,0.284931506849315,72,"X922101B"
1990,107,365,0.293150684931507,48,"X922101B"
1991,135,366,0.368852459016393,1,"X922101B"
1992,119,365,0.326027397260274,13,"X922101B"
1993,59,365,0.161643835616438,63,"X922101B"
1994,96,365,0.263013698630137,16,"X922101B"
1995,52,366,0.14207650273224,95,"X922101B"
1996,27,365,0.073972602739726,80,"X922101B"
1997,114,365,0.312328767123288,62,"X922101B"
1998,23,365,0.063013698630137,106,"X922101B"
1999,46,366,0.12568306010929,84,"X922101B"
2000,0,365,0,Inf,"X922101B"
2001,65,365,0.178082191780822,82,"X922101B"
2002,156,365,0.427397260273973,1,"X922101B"
2003,119,366,0.325136612021858,29,"X922101B"
2004,107,365,0.293150684931507,63,"X922101B"
2005,85,365,0.232876712328767,76,"X922101B"
2006,66,365,0.180821917808219,127,"X922101B"
2007,40,366,0.109289617486339,133,"X922101B"
2008,45,365,0.123287671232877,83,"X922101B"
2009,45,365,0.123287671232877,50,"X922101B"
2010,0,365,0,Inf,"X922101B"
2011,56,366,0.153005464480874,90,"X922101B"
2012,39,365,0.106849315068493,114,"X922101B"
2013,37,365,0.101369863013699,85,"X922101B"
2014,83,184,0.451086956521739,102,"X922101B"
1957,0,72,0,Inf,"X925001A"
1958,0,365,0,Inf,"X925001A"
1959,0,366,0,Inf,"X925001A"
1960,0,365,0,Inf,"X925001A"
1961,0,365,0,Inf,"X925001A"
1962,0,365,0,Inf,"X925001A"
1963,0,366,0,Inf,"X925001A"
1964,0,365,0,Inf,"X925001A"
1965,0,365,0,Inf,"X925001A"
1966,0,365,0,Inf,"X925001A"
1967,0,366,0,Inf,"X925001A"
1968,0,365,0,Inf,"X925001A"
1969,0,365,0,Inf,"X925001A"
1970,0,365,0,Inf,"X925001A"
1971,0,366,0,Inf,"X925001A"
1972,0,365,0,Inf,"X925001A"
1973,0,365,0,Inf,"X925001A"
1974,0,365,0,Inf,"X925001A"
1975,0,366,0,Inf,"X925001A"
1976,0,365,0,Inf,"X925001A"
1977,0,365,0,Inf,"X925001A"
1978,0,365,0,Inf,"X925001A"
1979,0,366,0,Inf,"X925001A"
1980,0,365,0,Inf,"X925001A"
1981,0,365,0,Inf,"X925001A"
1982,0,365,0,Inf,"X925001A"
1983,0,366,0,Inf,"X925001A"
1984,0,365,0,Inf,"X925001A"
1985,0,365,0,Inf,"X925001A"
1986,0,365,0,Inf,"X925001A"
1987,0,366,0,Inf,"X925001A"
1988,0,365,0,Inf,"X925001A"
1989,0,365,0,Inf,"X925001A"
1990,0,365,0,Inf,"X925001A"
1991,0,366,0,Inf,"X925001A"
1992,0,365,0,Inf,"X925001A"
1993,0,365,0,Inf,"X925001A"
1994,0,365,0,Inf,"X925001A"
1995,0,366,0,Inf,"X925001A"
1996,0,365,0,Inf,"X925001A"
1997,0,365,0,Inf,"X925001A"
1998,0,365,0,Inf,"X925001A"
1999,0,366,0,Inf,"X925001A"
2000,0,365,0,Inf,"X925001A"
2001,0,365,0,Inf,"X925001A"
2002,0,365,0,Inf,"X925001A"
2003,0,366,0,Inf,"X925001A"
2004,0,365,0,Inf,"X925001A"
2005,0,365,0,Inf,"X925001A"
2006,0,365,0,Inf,"X925001A"
2007,0,366,0,Inf,"X925001A"
2008,0,365,0,Inf,"X925001A"
2009,0,365,0,Inf,"X925001A"
2010,0,365,0,Inf,"X925001A"
2011,0,366,0,Inf,"X925001A"
2012,0,365,0,Inf,"X925001A"
2013,0,365,0,Inf,"X925001A"
2014,0,184,0,Inf,"X925001A"
1970,0,223,0,Inf,"X926002A"
1971,0,366,0,Inf,"X926002A"
1972,0,365,0,Inf,"X926002A"
1973,0,365,0,Inf,"X926002A"
1974,0,365,0,Inf,"X926002A"
1975,0,366,0,Inf,"X926002A"
1976,0,365,0,Inf,"X926002A"
1977,0,365,0,Inf,"X926002A"
1978,0,365,0,Inf,"X926002A"
1979,0,366,0,Inf,"X926002A"
1980,0,365,0,Inf,"X926002A"
1981,0,365,0,Inf,"X926002A"
1982,0,365,0,Inf,"X926002A"
1983,0,366,0,Inf,"X926002A"
1984,0,365,0,Inf,"X926002A"
1985,0,365,0,Inf,"X926002A"
1986,0,365,0,Inf,"X926002A"
1987,0,366,0,Inf,"X926002A"
1988,172,365,0.471232876712329,194,"X926002A"
1989,26,365,0.0712328767123288,1,"X926002A"
1990,83,365,0.227397260273973,69,"X926002A"
1991,0,366,0,Inf,"X926002A"
1992,0,365,0,Inf,"X926002A"
1993,0,365,0,Inf,"X926002A"
1994,0,365,0,Inf,"X926002A"
1995,0,366,0,Inf,"X926002A"
1996,0,365,0,Inf,"X926002A"
1997,0,365,0,Inf,"X926002A"
1998,0,365,0,Inf,"X926002A"
1999,0,366,0,Inf,"X926002A"
2000,0,365,0,Inf,"X926002A"
2001,0,365,0,Inf,"X926002A"
2002,0,365,0,Inf,"X926002A"
2003,0,366,0,Inf,"X926002A"
2004,0,365,0,Inf,"X926002A"
2005,0,365,0,Inf,"X926002A"
2006,0,365,0,Inf,"X926002A"
2007,0,366,0,Inf,"X926002A"
2008,0,365,0,Inf,"X926002A"
2009,0,365,0,Inf,"X926002A"
2010,0,365,0,Inf,"X926002A"
2011,0,366,0,Inf,"X926002A"
2012,0,365,0,Inf,"X926002A"
2013,0,365,0,Inf,"X926002A"
2014,0,184,0,Inf,"X926002A"
1976,118,165,0.715151515151515,201,"G9030124"
1977,305,365,0.835616438356164,1,"G9030124"
1978,343,365,0.93972602739726,1,"G9030124"
1979,356,366,0.972677595628415,1,"G9030124"
1980,327,365,0.895890410958904,1,"G9030124"
1981,304,365,0.832876712328767,1,"G9030124"
1982,336,365,0.920547945205479,1,"G9030124"
1983,327,366,0.89344262295082,1,"G9030124"
1984,358,365,0.980821917808219,1,"G9030124"
1985,360,365,0.986301369863014,1,"G9030124"
1986,338,365,0.926027397260274,1,"G9030124"
1987,363,366,0.991803278688525,1,"G9030124"
1988,341,365,0.934246575342466,1,"G9030124"
1989,365,365,1,1,"G9030124"
1990,314,365,0.86027397260274,1,"G9030124"
1991,359,366,0.980874316939891,1,"G9030124"
1992,334,365,0.915068493150685,1,"G9030124"
1993,337,365,0.923287671232877,1,"G9030124"
1994,362,365,0.991780821917808,1,"G9030124"
1995,348,366,0.950819672131147,1,"G9030124"
1996,330,365,0.904109589041096,1,"G9030124"
1997,361,365,0.989041095890411,1,"G9030124"
1998,315,365,0.863013698630137,1,"G9030124"
1999,318,366,0.868852459016393,1,"G9030124"
2000,288,365,0.789041095890411,1,"G9030124"
2001,351,365,0.961643835616438,1,"G9030124"
2002,291,365,0.797260273972603,1,"G9030124"
2003,266,366,0.726775956284153,1,"G9030124"
2004,362,365,0.991780821917808,1,"G9030124"
2005,270,365,0.73972602739726,1,"G9030124"
2006,347,365,0.950684931506849,1,"G9030124"
2007,338,366,0.923497267759563,1,"G9030124"
2008,314,365,0.86027397260274,1,"G9030124"
2009,334,365,0.915068493150685,1,"G9030124"
2010,270,365,0.73972602739726,1,"G9030124"
2011,329,366,0.898907103825137,1,"G9030124"
2012,349,365,0.956164383561644,1,"G9030124"
2013,208,218,0.954128440366973,1,"G9030124"
1966,83,322,0.257763975155279,54,"G9030250"
1967,12,366,0.0327868852459016,150,"G9030250"
1968,0,365,0,Inf,"G9030250"
1969,1,365,0.00273972602739726,166,"G9030250"
1970,23,365,0.063013698630137,84,"G9030250"
1971,0,366,0,Inf,"G9030250"
1972,0,365,0,Inf,"G9030250"
1973,29,365,0.0794520547945206,103,"G9030250"
1974,0,365,0,Inf,"G9030250"
1975,0,366,0,Inf,"G9030250"
1976,0,365,0,Inf,"G9030250"
1977,0,365,0,Inf,"G9030250"
1978,0,365,0,Inf,"G9030250"
1979,0,366,0,Inf,"G9030250"
1980,0,365,0,Inf,"G9030250"
1981,0,365,0,Inf,"G9030250"
1982,0,365,0,Inf,"G9030250"
1983,0,366,0,Inf,"G9030250"
1984,0,365,0,Inf,"G9030250"
1985,0,365,0,Inf,"G9030250"
1986,0,365,0,Inf,"G9030250"
1987,0,366,0,Inf,"G9030250"
1988,0,365,0,Inf,"G9030250"
1989,0,365,0,Inf,"G9030250"
1990,0,365,0,Inf,"G9030250"
1991,0,366,0,Inf,"G9030250"
1992,0,365,0,Inf,"G9030250"
1993,0,365,0,Inf,"G9030250"
1994,0,365,0,Inf,"G9030250"
1995,0,366,0,Inf,"G9030250"
1996,0,365,0,Inf,"G9030250"
1997,0,365,0,Inf,"G9030250"
1998,0,365,0,Inf,"G9030250"
1999,0,366,0,Inf,"G9030250"
2000,0,365,0,Inf,"G9030250"
2001,0,365,0,Inf,"G9030250"
2002,0,365,0,Inf,"G9030250"
2003,0,366,0,Inf,"G9030250"
2004,0,365,0,Inf,"G9030250"
2005,0,365,0,Inf,"G9030250"
2006,0,365,0,Inf,"G9030250"
2007,0,366,0,Inf,"G9030250"
2008,0,365,0,Inf,"G9030250"
2009,0,365,0,Inf,"G9030250"
2010,0,365,0,Inf,"G9030250"
2011,0,366,0,Inf,"G9030250"
2012,0,365,0,Inf,"G9030250"
2013,0,365,0,Inf,"G9030250"
2014,0,184,0,Inf,"G9030250"
1965,157,238,0.659663865546218,128,"G9070142"
1966,233,365,0.638356164383562,1,"G9070142"
1967,195,366,0.532786885245902,1,"G9070142"
1968,216,365,0.591780821917808,8,"G9070142"
1969,226,365,0.619178082191781,15,"G9070142"
1970,167,365,0.457534246575342,1,"G9070142"
1971,47,366,0.128415300546448,163,"G9070142"
1972,101,365,0.276712328767123,149,"G9070142"
1973,147,365,0.402739726027397,1,"G9070142"
1974,0,365,0,Inf,"G9070142"
1975,0,366,0,Inf,"G9070142"
1976,0,365,0,Inf,"G9070142"
1977,0,365,0,Inf,"G9070142"
1978,12,365,0.0328767123287671,152,"G9070142"
1979,166,366,0.453551912568306,91,"G9070142"
1980,186,365,0.50958904109589,1,"G9070142"
1981,94,365,0.257534246575342,86,"G9070142"
1982,259,365,0.70958904109589,16,"G9070142"
1983,173,366,0.472677595628415,1,"G9070142"
1984,60,365,0.164383561643836,132,"G9070142"
1985,279,365,0.764383561643836,12,"G9070142"
1986,216,365,0.591780821917808,1,"G9070142"
1987,312,366,0.852459016393443,1,"G9070142"
1988,310,365,0.849315068493151,1,"G9070142"
1989,330,365,0.904109589041096,1,"G9070142"
1990,272,365,0.745205479452055,1,"G9070142"
1991,256,366,0.699453551912568,1,"G9070142"
1992,167,365,0.457534246575342,1,"G9070142"
1993,174,365,0.476712328767123,87,"G9070142"
1994,245,365,0.671232876712329,1,"G9070142"
1995,256,366,0.699453551912568,1,"G9070142"
1996,266,365,0.728767123287671,1,"G9070142"
1997,256,365,0.701369863013699,1,"G9070142"
1998,142,365,0.389041095890411,1,"G9070142"
1999,178,366,0.486338797814208,1,"G9070142"
2000,95,365,0.26027397260274,19,"G9070142"
2001,0,365,0,Inf,"G9070142"
2002,157,365,0.43013698630137,23,"G9070142"
2003,0,366,0,Inf,"G9070142"
2004,52,365,0.142465753424658,311,"G9070142"
2005,148,365,0.405479452054795,1,"G9070142"
2006,0,365,0,Inf,"G9070142"
2007,57,366,0.155737704918033,98,"G9070142"
2008,148,365,0.405479452054795,1,"G9070142"
2009,19,365,0.0520547945205479,146,"G9070142"
2010,0,365,0,Inf,"G9070142"
2011,0,366,0,Inf,"G9070142"
2012,0,365,0,Inf,"G9070142"
2013,152,365,0.416438356164384,29,"G9070142"
2014,0,184,0,Inf,"G9070142"
1966,132,255,0.517647058823529,111,"A0020101"
1967,139,366,0.379781420765027,61,"A0020101"
1968,215,365,0.589041095890411,82,"A0020101"
1969,231,365,0.632876712328767,1,"A0020101"
1970,243,365,0.665753424657534,1,"A0020101"
1971,112,366,0.306010928961749,66,"A0020101"
1972,226,365,0.619178082191781,1,"A0020101"
1973,100,365,0.273972602739726,36,"A0020101"
1974,141,365,0.386301369863014,87,"A0020101"
1975,136,366,0.371584699453552,1,"A0020101"
1976,185,365,0.506849315068493,1,"A0020101"
1977,298,365,0.816438356164384,1,"A0020101"
