"CurrentClimYear","noflowdays_r","totaldays_r","annualfractionnoflow_r","zeroflowfirst_r","gauge_ID"
1976,281,365,0.76986301369863,1,"X915011A"
1977,354,365,0.96986301369863,1,"X915011A"
1978,256,365,0.701369863013699,1,"X915011A"
1979,334,366,0.912568306010929,1,"X915011A"
1980,229,365,0.627397260273973,1,"X915011A"
1981,259,365,0.70958904109589,1,"X915011A"
1982,291,365,0.797260273972603,1,"X915011A"
1983,266,366,0.726775956284153,5,"X915011A"
1984,358,365,0.980821917808219,1,"X915011A"
1985,318,365,0.871232876712329,1,"X915011A"
1986,332,365,0.90958904109589,1,"X915011A"
1987,359,366,0.980874316939891,1,"X915011A"
1988,313,365,0.857534246575342,1,"X915011A"
1989,285,365,0.780821917808219,1,"X915011A"
1990,269,365,0.736986301369863,4,"X915011A"
1991,342,366,0.934426229508197,1,"X915011A"
1992,350,365,0.958904109589041,1,"X915011A"
1993,333,365,0.912328767123288,1,"X915011A"
1994,296,365,0.810958904109589,1,"X915011A"
1995,318,366,0.868852459016393,1,"X915011A"
1996,294,365,0.805479452054795,1,"X915011A"
1997,286,365,0.783561643835616,1,"X915011A"
1998,295,365,0.808219178082192,1,"X915011A"
1999,210,366,0.573770491803279,1,"X915011A"
2000,234,365,0.641095890410959,1,"X915011A"
2001,287,365,0.786301369863014,1,"X915011A"
2002,344,365,0.942465753424658,1,"X915011A"
2003,331,366,0.904371584699454,1,"X915011A"
2004,325,365,0.89041095890411,1,"X915011A"
2005,305,365,0.835616438356164,1,"X915011A"
2006,307,365,0.841095890410959,1,"X915011A"
2007,276,366,0.754098360655738,13,"X915011A"
2008,233,365,0.638356164383562,1,"X915011A"
2009,264,365,0.723287671232877,1,"X915011A"
2010,126,365,0.345205479452055,1,"X915011A"
2011,154,366,0.420765027322404,11,"X915011A"
2012,298,365,0.816438356164384,58,"X915011A"
2013,346,365,0.947945205479452,1,"X915011A"
2014,184,184,1,1,"X915011A"
1968,220,342,0.64327485380117,63,"X917107A"
1969,326,365,0.893150684931507,1,"X917107A"
1970,195,365,0.534246575342466,1,"X917107A"
1971,178,366,0.486338797814208,25,"X917107A"
1972,0,365,0,Inf,"X917107A"
1973,0,365,0,Inf,"X917107A"
1974,0,365,0,Inf,"X917107A"
1975,0,366,0,Inf,"X917107A"
1976,0,365,0,Inf,"X917107A"
1977,0,365,0,Inf,"X917107A"
1978,0,365,0,Inf,"X917107A"
1979,0,366,0,Inf,"X917107A"
1980,0,365,0,Inf,"X917107A"
1981,0,365,0,Inf,"X917107A"
1982,2,365,0.00547945205479452,156,"X917107A"
1983,0,366,0,Inf,"X917107A"
1984,3,365,0.00821917808219178,48,"X917107A"
1985,52,365,0.142465753424658,65,"X917107A"
1986,0,365,0,Inf,"X917107A"
1987,69,366,0.188524590163934,157,"X917107A"
1988,226,365,0.619178082191781,9,"X917107A"
1989,170,365,0.465753424657534,1,"X917107A"
1990,165,365,0.452054794520548,1,"X917107A"
1991,0,366,0,Inf,"X917107A"
1992,43,365,0.117808219178082,28,"X917107A"
1993,296,365,0.810958904109589,1,"X917107A"
1994,329,365,0.901369863013699,1,"X917107A"
1995,334,366,0.912568306010929,1,"X917107A"
1996,253,365,0.693150684931507,1,"X917107A"
1997,173,365,0.473972602739726,1,"X917107A"
1998,16,365,0.0438356164383562,127,"X917107A"
1999,18,366,0.0491803278688525,159,"X917107A"
2000,0,365,0,Inf,"X917107A"
2001,0,365,0,Inf,"X917107A"
2002,34,365,0.0931506849315069,112,"X917107A"
2003,249,366,0.680327868852459,48,"X917107A"
2004,258,365,0.706849315068493,1,"X917107A"
2005,262,365,0.717808219178082,1,"X917107A"
2006,259,365,0.70958904109589,1,"X917107A"
2007,177,366,0.483606557377049,13,"X917107A"
2008,0,365,0,Inf,"X917107A"
2009,0,365,0,Inf,"X917107A"
2010,0,365,0,Inf,"X917107A"
2011,0,366,0,Inf,"X917107A"
2012,0,365,0,Inf,"X917107A"
2013,0,365,0,Inf,"X917107A"
2014,6,184,0.0326086956521739,154,"X917107A"
1967,40,273,0.146520146520147,114,"X919003A"
1968,38,365,0.104109589041096,121,"X919003A"
1969,30,365,0.0821917808219178,135,"X919003A"
1970,22,365,0.0602739726027397,101,"X919003A"
1971,27,366,0.0737704918032787,117,"X919003A"
1972,54,365,0.147945205479452,137,"X919003A"
1973,0,365,0,Inf,"X919003A"
1974,7,365,0.0191780821917808,135,"X919003A"
1975,0,366,0,Inf,"X919003A"
1976,0,365,0,Inf,"X919003A"
1977,0,365,0,Inf,"X919003A"
1978,13,365,0.0356164383561644,106,"X919003A"
1979,0,366,0,Inf,"X919003A"
1980,0,365,0,Inf,"X919003A"
1981,0,365,0,Inf,"X919003A"
1982,0,365,0,Inf,"X919003A"
1983,0,366,0,Inf,"X919003A"
1984,5,365,0.0136986301369863,126,"X919003A"
1985,0,365,0,Inf,"X919003A"
1986,0,365,0,Inf,"X919003A"
1987,11,366,0.0300546448087432,141,"X919003A"
1988,0,365,0,Inf,"X919003A"
1989,0,365,0,Inf,"X919003A"
1990,5,365,0.0136986301369863,145,"X919003A"
1991,42,366,0.114754098360656,110,"X919003A"
1992,59,365,0.161643835616438,101,"X919003A"
1993,0,365,0,Inf,"X919003A"
1994,28,365,0.0767123287671233,145,"X919003A"
1995,0,366,0,Inf,"X919003A"
1996,0,365,0,Inf,"X919003A"
1997,0,365,0,Inf,"X919003A"
1998,0,365,0,Inf,"X919003A"
1999,0,366,0,Inf,"X919003A"
2000,0,365,0,Inf,"X919003A"
2001,0,365,0,Inf,"X919003A"
2002,100,365,0.273972602739726,84,"X919003A"
2003,53,366,0.144808743169399,94,"X919003A"
2004,9,365,0.0246575342465753,155,"X919003A"
2005,35,365,0.0958904109589041,154,"X919003A"
2006,0,365,0,Inf,"X919003A"
2007,0,366,0,Inf,"X919003A"
2008,0,365,0,Inf,"X919003A"
2009,51,365,0.13972602739726,103,"X919003A"
2010,0,365,0,Inf,"X919003A"
2011,0,366,0,Inf,"X919003A"
2012,14,365,0.0383561643835616,176,"X919003A"
2013,2,365,0.00547945205479452,141,"X919003A"
2014,0,184,0,Inf,"X919003A"
1967,19,201,0.0945273631840796,168,"X919201A"
1968,240,365,0.657534246575342,35,"X919201A"
1969,197,365,0.53972602739726,1,"X919201A"
1970,164,365,0.449315068493151,1,"X919201A"
1971,78,366,0.213114754098361,76,"X919201A"
1972,132,365,0.361643835616438,41,"X919201A"
1973,36,365,0.0986301369863014,98,"X919201A"
1974,83,365,0.227397260273973,90,"X919201A"
1975,26,366,0.0710382513661202,101,"X919201A"
1976,21,365,0.0575342465753425,107,"X919201A"
1977,80,365,0.219178082191781,102,"X919201A"
1978,156,365,0.427397260273973,1,"X919201A"
1979,79,366,0.215846994535519,99,"X919201A"
1980,101,365,0.276712328767123,71,"X919201A"
1981,40,365,0.10958904109589,90,"X919201A"
1982,130,365,0.356164383561644,71,"X919201A"
1983,233,366,0.636612021857924,3,"X919201A"
1984,166,365,0.454794520547945,1,"X919201A"
1985,90,365,0.246575342465753,38,"X919201A"
1986,151,365,0.413698630136986,15,"X919201A"
1987,252,366,0.688524590163934,32,"X919201A"
1988,147,365,0.402739726027397,1,"X919201A"
1989,59,365,0.161643835616438,86,"X919201A"
1990,64,365,0.175342465753425,115,"X919201A"
1991,194,366,0.530054644808743,1,"X919201A"
1992,79,365,0.216438356164384,6,"X919201A"
1993,226,365,0.619178082191781,60,"X919201A"
1994,264,365,0.723287671232877,1,"X919201A"
1995,108,366,0.295081967213115,1,"X919201A"
1996,85,365,0.232876712328767,67,"X919201A"
1997,95,365,0.26027397260274,61,"X919201A"
1998,48,365,0.131506849315068,55,"X919201A"
1999,31,366,0.0846994535519126,94,"X919201A"
2000,37,365,0.101369863013699,93,"X919201A"
2001,120,365,0.328767123287671,71,"X919201A"
2002,285,365,0.780821917808219,1,"X919201A"
2003,179,366,0.489071038251366,1,"X919201A"
2004,116,365,0.317808219178082,76,"X919201A"
2005,158,365,0.432876712328767,5,"X919201A"
2006,117,365,0.320547945205479,77,"X919201A"
2007,114,366,0.311475409836066,43,"X919201A"
2008,95,365,0.26027397260274,52,"X919201A"
2009,156,365,0.427397260273973,25,"X919201A"
2010,40,365,0.10958904109589,75,"X919201A"
2011,77,366,0.210382513661202,87,"X919201A"
2012,138,365,0.378082191780822,62,"X919201A"
2013,54,365,0.147945205479452,86,"X919201A"
2014,82,184,0.445652173913043,103,"X919201A"
1967,60,294,0.204081632653061,92,"X919309A"
1968,181,365,0.495890410958904,41,"X919309A"
1969,196,365,0.536986301369863,1,"X919309A"
1970,130,365,0.356164383561644,1,"X919309A"
1971,69,366,0.188524590163934,80,"X919309A"
1972,78,365,0.213698630136986,106,"X919309A"
1973,64,365,0.175342465753425,63,"X919309A"
1974,15,365,0.0410958904109589,122,"X919309A"
1975,12,366,0.0327868852459016,107,"X919309A"
1976,0,365,0,Inf,"X919309A"
1977,39,365,0.106849315068493,129,"X919309A"
1978,162,365,0.443835616438356,3,"X919309A"
1979,81,366,0.221311475409836,102,"X919309A"
1980,124,365,0.33972602739726,48,"X919309A"
1981,44,365,0.120547945205479,104,"X919309A"
1982,132,365,0.361643835616438,41,"X919309A"
1983,136,366,0.371584699453552,30,"X919309A"
1984,167,365,0.457534246575342,1,"X919309A"
1985,115,365,0.315068493150685,11,"X919309A"
1986,170,365,0.465753424657534,14,"X919309A"
1987,199,366,0.543715846994536,1,"X919309A"
1988,111,365,0.304109589041096,1,"X919309A"
1989,79,365,0.216438356164384,63,"X919309A"
1990,19,365,0.0520547945205479,64,"X919309A"
1991,53,366,0.144808743169399,85,"X919309A"
1992,114,365,0.312328767123288,1,"X919309A"
1993,56,365,0.153424657534247,160,"X919309A"
1994,0,365,0,Inf,"X919309A"
1995,81,366,0.221311475409836,21,"X919309A"
1996,54,365,0.147945205479452,49,"X919309A"
1997,49,365,0.134246575342466,68,"X919309A"
1998,83,365,0.227397260273973,22,"X919309A"
1999,23,366,0.0628415300546448,102,"X919309A"
2000,5,365,0.0136986301369863,110,"X919309A"
2001,81,365,0.221917808219178,82,"X919309A"
2002,135,365,0.36986301369863,19,"X919309A"
2003,111,366,0.30327868852459,15,"X919309A"
2004,58,365,0.158904109589041,47,"X919309A"
2005,35,365,0.0958904109589041,4,"X919309A"
2006,36,365,0.0986301369863014,80,"X919309A"
2007,74,366,0.202185792349727,86,"X919309A"
2008,60,365,0.164383561643836,83,"X919309A"
2009,94,365,0.257534246575342,89,"X919309A"
2010,33,365,0.0904109589041096,63,"X919309A"
2011,12,366,0.0327868852459016,153,"X919309A"
2012,49,365,0.134246575342466,86,"X919309A"
2013,55,365,0.150684931506849,61,"X919309A"
2014,85,184,0.46195652173913,71,"X919309A"
1967,80,273,0.293040293040293,94,"X922101B"
1968,73,365,0.2,101,"X922101B"
1969,120,365,0.328767123287671,55,"X922101B"
1970,103,365,0.282191780821918,52,"X922101B"
1971,109,366,0.297814207650273,69,"X922101B"
1972,154,365,0.421917808219178,56,"X922101B"
1973,14,365,0.0383561643835616,128,"X922101B"
1974,75,365,0.205479452054795,94,"X922101B"
1975,18,366,0.0491803278688525,129,"X922101B"
1976,97,365,0.265753424657534,59,"X922101B"
1977,88,365,0.241095890410959,91,"X922101B"
1978,33,365,0.0904109589041096,85,"X922101B"
1979,94,366,0.256830601092896,91,"X922101B"
1980,101,365,0.276712328767123,74,"X922101B"
1981,43,365,0.117808219178082,85,"X922101B"
1982,156,365,0.427397260273973,66,"X922101B"
1983,87,366,0.237704918032787,85,"X922101B"
1984,76,365,0.208219178082192,75,"X922101B"
1985,55,365,0.150684931506849,90,"X922101B"
1986,128,365,0.350684931506849,45,"X922101B"
1987,129,366,0.352459016393443,59,"X922101B"
1988,71,365,0.194520547945205,40,"X922101B"
1989,110,365,0.301369863013699,71,"X922101B"
1990,110,365,0.301369863013699,47,"X922101B"
1991,141,366,0.385245901639344,1,"X922101B"
1992,129,365,0.353424657534247,5,"X922101B"
1993,61,365,0.167123287671233,61,"X922101B"
1994,100,365,0.273972602739726,15,"X922101B"
1995,59,366,0.16120218579235,94,"X922101B"
1996,34,365,0.0931506849315069,79,"X922101B"
1997,122,365,0.334246575342466,45,"X922101B"
1998,24,365,0.0657534246575342,105,"X922101B"
1999,51,366,0.139344262295082,79,"X922101B"
2000,0,365,0,Inf,"X922101B"
2001,77,365,0.210958904109589,81,"X922101B"
2002,158,365,0.432876712328767,1,"X922101B"
2003,125,366,0.341530054644809,16,"X922101B"
2004,109,365,0.298630136986301,61,"X922101B"
2005,90,365,0.246575342465753,71,"X922101B"
2006,69,365,0.189041095890411,125,"X922101B"
2007,47,366,0.128415300546448,125,"X922101B"
2008,51,365,0.13972602739726,81,"X922101B"
2009,49,365,0.134246575342466,47,"X922101B"
2010,0,365,0,Inf,"X922101B"
2011,59,366,0.16120218579235,88,"X922101B"
2012,44,365,0.120547945205479,97,"X922101B"
2013,38,365,0.104109589041096,84,"X922101B"
2014,87,184,0.472826086956522,98,"X922101B"
1957,0,72,0,Inf,"X925001A"
1958,0,365,0,Inf,"X925001A"
1959,0,366,0,Inf,"X925001A"
1960,0,365,0,Inf,"X925001A"
1961,0,365,0,Inf,"X925001A"
1962,0,365,0,Inf,"X925001A"
1963,0,366,0,Inf,"X925001A"
1964,0,365,0,Inf,"X925001A"
1965,0,365,0,Inf,"X925001A"
1966,0,365,0,Inf,"X925001A"
1967,0,366,0,Inf,"X925001A"
1968,0,365,0,Inf,"X925001A"
1969,0,365,0,Inf,"X925001A"
1970,0,365,0,Inf,"X925001A"
1971,0,366,0,Inf,"X925001A"
1972,0,365,0,Inf,"X925001A"
1973,0,365,0,Inf,"X925001A"
1974,0,365,0,Inf,"X925001A"
1975,0,366,0,Inf,"X925001A"
1976,0,365,0,Inf,"X925001A"
1977,0,365,0,Inf,"X925001A"
1978,0,365,0,Inf,"X925001A"
1979,0,366,0,Inf,"X925001A"
1980,0,365,0,Inf,"X925001A"
1981,0,365,0,Inf,"X925001A"
1982,0,365,0,Inf,"X925001A"
1983,0,366,0,Inf,"X925001A"
1984,0,365,0,Inf,"X925001A"
1985,0,365,0,Inf,"X925001A"
1986,0,365,0,Inf,"X925001A"
1987,0,366,0,Inf,"X925001A"
1988,0,365,0,Inf,"X925001A"
1989,0,365,0,Inf,"X925001A"
1990,0,365,0,Inf,"X925001A"
1991,0,366,0,Inf,"X925001A"
1992,0,365,0,Inf,"X925001A"
1993,0,365,0,Inf,"X925001A"
1994,0,365,0,Inf,"X925001A"
1995,0,366,0,Inf,"X925001A"
1996,0,365,0,Inf,"X925001A"
1997,0,365,0,Inf,"X925001A"
1998,0,365,0,Inf,"X925001A"
1999,0,366,0,Inf,"X925001A"
2000,0,365,0,Inf,"X925001A"
2001,0,365,0,Inf,"X925001A"
2002,0,365,0,Inf,"X925001A"
2003,0,366,0,Inf,"X925001A"
2004,0,365,0,Inf,"X925001A"
2005,0,365,0,Inf,"X925001A"
2006,0,365,0,Inf,"X925001A"
2007,0,366,0,Inf,"X925001A"
2008,0,365,0,Inf,"X925001A"
2009,0,365,0,Inf,"X925001A"
2010,0,365,0,Inf,"X925001A"
2011,0,366,0,Inf,"X925001A"
2012,0,365,0,Inf,"X925001A"
2013,0,365,0,Inf,"X925001A"
2014,0,184,0,Inf,"X925001A"
1970,0,223,0,Inf,"X926002A"
1971,0,366,0,Inf,"X926002A"
1972,0,365,0,Inf,"X926002A"
1973,0,365,0,Inf,"X926002A"
1974,0,365,0,Inf,"X926002A"
1975,0,366,0,Inf,"X926002A"
1976,0,365,0,Inf,"X926002A"
1977,0,365,0,Inf,"X926002A"
1978,0,365,0,Inf,"X926002A"
1979,0,366,0,Inf,"X926002A"
1980,0,365,0,Inf,"X926002A"
1981,0,365,0,Inf,"X926002A"
1982,0,365,0,Inf,"X926002A"
1983,0,366,0,Inf,"X926002A"
1984,0,365,0,Inf,"X926002A"
1985,0,365,0,Inf,"X926002A"
1986,0,365,0,Inf,"X926002A"
1987,0,366,0,Inf,"X926002A"
1988,172,365,0.471232876712329,194,"X926002A"
1989,26,365,0.0712328767123288,1,"X926002A"
1990,83,365,0.227397260273973,69,"X926002A"
1991,0,366,0,Inf,"X926002A"
1992,0,365,0,Inf,"X926002A"
1993,0,365,0,Inf,"X926002A"
1994,0,365,0,Inf,"X926002A"
1995,0,366,0,Inf,"X926002A"
1996,0,365,0,Inf,"X926002A"
1997,0,365,0,Inf,"X926002A"
1998,0,365,0,Inf,"X926002A"
1999,0,366,0,Inf,"X926002A"
2000,0,365,0,Inf,"X926002A"
2001,0,365,0,Inf,"X926002A"
2002,0,365,0,Inf,"X926002A"
2003,0,366,0,Inf,"X926002A"
2004,0,365,0,Inf,"X926002A"
2005,0,365,0,Inf,"X926002A"
2006,0,365,0,Inf,"X926002A"
2007,0,366,0,Inf,"X926002A"
2008,0,365,0,Inf,"X926002A"
2009,0,365,0,Inf,"X926002A"
2010,0,365,0,Inf,"X926002A"
2011,0,366,0,Inf,"X926002A"
2012,0,365,0,Inf,"X926002A"
2013,0,365,0,Inf,"X926002A"
2014,0,184,0,Inf,"X926002A"
1976,118,165,0.715151515151515,201,"G9030124"
1977,306,365,0.838356164383562,1,"G9030124"
1978,344,365,0.942465753424658,1,"G9030124"
1979,356,366,0.972677595628415,1,"G9030124"
1980,327,365,0.895890410958904,1,"G9030124"
1981,304,365,0.832876712328767,1,"G9030124"
1982,336,365,0.920547945205479,1,"G9030124"
1983,330,366,0.901639344262295,1,"G9030124"
1984,358,365,0.980821917808219,1,"G9030124"
1985,360,365,0.986301369863014,1,"G9030124"
1986,338,365,0.926027397260274,1,"G9030124"
1987,363,366,0.991803278688525,1,"G9030124"
1988,343,365,0.93972602739726,1,"G9030124"
1989,365,365,1,1,"G9030124"
1990,315,365,0.863013698630137,1,"G9030124"
1991,360,366,0.983606557377049,1,"G9030124"
1992,335,365,0.917808219178082,1,"G9030124"
1993,338,365,0.926027397260274,1,"G9030124"
1994,362,365,0.991780821917808,1,"G9030124"
1995,349,366,0.953551912568306,1,"G9030124"
1996,331,365,0.906849315068493,1,"G9030124"
1997,362,365,0.991780821917808,1,"G9030124"
1998,321,365,0.879452054794521,1,"G9030124"
1999,320,366,0.87431693989071,1,"G9030124"
2000,294,365,0.805479452054795,1,"G9030124"
2001,352,365,0.964383561643836,1,"G9030124"
2002,297,365,0.813698630136986,1,"G9030124"
2003,270,366,0.737704918032787,1,"G9030124"
2004,362,365,0.991780821917808,1,"G9030124"
2005,275,365,0.753424657534247,1,"G9030124"
2006,348,365,0.953424657534247,1,"G9030124"
2007,340,366,0.92896174863388,1,"G9030124"
2008,317,365,0.868493150684931,1,"G9030124"
2009,337,365,0.923287671232877,1,"G9030124"
2010,274,365,0.750684931506849,1,"G9030124"
2011,332,366,0.907103825136612,1,"G9030124"
2012,350,365,0.958904109589041,1,"G9030124"
2013,209,218,0.958715596330275,1,"G9030124"
1966,84,322,0.260869565217391,53,"G9030250"
1967,14,366,0.0382513661202186,150,"G9030250"
1968,0,365,0,Inf,"G9030250"
1969,7,365,0.0191780821917808,161,"G9030250"
1970,24,365,0.0657534246575342,83,"G9030250"
1971,0,366,0,Inf,"G9030250"
1972,0,365,0,Inf,"G9030250"
1973,30,365,0.0821917808219178,102,"G9030250"
1974,0,365,0,Inf,"G9030250"
1975,0,366,0,Inf,"G9030250"
1976,0,365,0,Inf,"G9030250"
1977,0,365,0,Inf,"G9030250"
1978,0,365,0,Inf,"G9030250"
1979,0,366,0,Inf,"G9030250"
1980,0,365,0,Inf,"G9030250"
1981,0,365,0,Inf,"G9030250"
1982,0,365,0,Inf,"G9030250"
1983,0,366,0,Inf,"G9030250"
1984,0,365,0,Inf,"G9030250"
1985,0,365,0,Inf,"G9030250"
1986,0,365,0,Inf,"G9030250"
1987,0,366,0,Inf,"G9030250"
1988,0,365,0,Inf,"G9030250"
1989,0,365,0,Inf,"G9030250"
1990,0,365,0,Inf,"G9030250"
1991,0,366,0,Inf,"G9030250"
1992,0,365,0,Inf,"G9030250"
1993,0,365,0,Inf,"G9030250"
1994,0,365,0,Inf,"G9030250"
1995,0,366,0,Inf,"G9030250"
1996,0,365,0,Inf,"G9030250"
1997,0,365,0,Inf,"G9030250"
1998,0,365,0,Inf,"G9030250"
1999,0,366,0,Inf,"G9030250"
2000,0,365,0,Inf,"G9030250"
2001,0,365,0,Inf,"G9030250"
2002,0,365,0,Inf,"G9030250"
2003,0,366,0,Inf,"G9030250"
2004,0,365,0,Inf,"G9030250"
2005,0,365,0,Inf,"G9030250"
2006,0,365,0,Inf,"G9030250"
2007,0,366,0,Inf,"G9030250"
2008,0,365,0,Inf,"G9030250"
2009,0,365,0,Inf,"G9030250"
2010,0,365,0,Inf,"G9030250"
2011,0,366,0,Inf,"G9030250"
2012,0,365,0,Inf,"G9030250"
2013,0,365,0,Inf,"G9030250"
2014,0,184,0,Inf,"G9030250"
1965,159,238,0.668067226890756,128,"G9070142"
1966,237,365,0.649315068493151,1,"G9070142"
1967,198,366,0.540983606557377,1,"G9070142"
1968,224,365,0.613698630136986,1,"G9070142"
1969,228,365,0.624657534246575,14,"G9070142"
1970,168,365,0.46027397260274,1,"G9070142"
1971,47,366,0.128415300546448,163,"G9070142"
1972,104,365,0.284931506849315,149,"G9070142"
1973,147,365,0.402739726027397,1,"G9070142"
1974,0,365,0,Inf,"G9070142"
1975,0,366,0,Inf,"G9070142"
1976,0,365,0,Inf,"G9070142"
1977,0,365,0,Inf,"G9070142"
1978,14,365,0.0383561643835616,151,"G9070142"
1979,179,366,0.489071038251366,89,"G9070142"
1980,186,365,0.50958904109589,1,"G9070142"
1981,101,365,0.276712328767123,83,"G9070142"
1982,271,365,0.742465753424657,8,"G9070142"
1983,173,366,0.472677595628415,1,"G9070142"
1984,68,365,0.186301369863014,132,"G9070142"
1985,287,365,0.786301369863014,3,"G9070142"
1986,216,365,0.591780821917808,1,"G9070142"
1987,313,366,0.855191256830601,1,"G9070142"
1988,310,365,0.849315068493151,1,"G9070142"
1989,331,365,0.906849315068493,1,"G9070142"
1990,272,365,0.745205479452055,1,"G9070142"
1991,256,366,0.699453551912568,1,"G9070142"
1992,167,365,0.457534246575342,1,"G9070142"
1993,181,365,0.495890410958904,87,"G9070142"
1994,256,365,0.701369863013699,1,"G9070142"
1995,258,366,0.704918032786885,1,"G9070142"
1996,269,365,0.736986301369863,1,"G9070142"
1997,257,365,0.704109589041096,1,"G9070142"
1998,143,365,0.391780821917808,1,"G9070142"
1999,179,366,0.489071038251366,1,"G9070142"
2000,96,365,0.263013698630137,18,"G9070142"
2001,6,365,0.0164383561643836,332,"G9070142"
2002,159,365,0.435616438356164,21,"G9070142"
2003,0,366,0,Inf,"G9070142"
2004,57,365,0.156164383561644,309,"G9070142"
2005,149,365,0.408219178082192,1,"G9070142"
2006,0,365,0,Inf,"G9070142"
2007,82,366,0.224043715846995,82,"G9070142"
2008,150,365,0.410958904109589,1,"G9070142"
2009,27,365,0.073972602739726,143,"G9070142"
2010,0,365,0,Inf,"G9070142"
2011,0,366,0,Inf,"G9070142"
2012,0,365,0,Inf,"G9070142"
2013,154,365,0.421917808219178,28,"G9070142"
2014,0,184,0,Inf,"G9070142"
1966,135,255,0.529411764705882,111,"A0020101"
1967,139,366,0.379781420765027,61,"A0020101"
1968,216,365,0.591780821917808,82,"A0020101"
1969,233,365,0.638356164383562,1,"A0020101"
1970,243,365,0.665753424657534,1,"A0020101"
1971,117,366,0.319672131147541,64,"A0020101"
1972,226,365,0.619178082191781,1,"A0020101"
1973,100,365,0.273972602739726,36,"A0020101"
1974,144,365,0.394520547945205,86,"A0020101"
1975,140,366,0.382513661202186,1,"A0020101"
